Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,BKS Collection (product.metafields.bks.collection),BKS Design (product.metafields.bks.design),BKS Drop (product.metafields.bks.drop),BKS Series (product.metafields.bks.series),Google Product Category (product.metafields.custom.google_product_category),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Boot style (product.metafields.shopify.boot-style),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Luggage/Bag closure (product.metafields.shopify.luggage-bag-closure),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Sandal style (product.metafields.shopify.sandal-style),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Slipper style (product.metafields.shopify.slipper-style),Sneaker style (product.metafields.shopify.sneaker-style),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italy,Price / Italy,Compare At Price / Italy,Included / Corea del Sud,Price / Corea del Sud,Compare At Price / Corea del Sud,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
pulse-radial-racerback-dress,,,,,,,,,S,,,,,,,,65583015901678376399,100.0,shopify,continue,manual,46.38,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/14608829637166226352_2048.jpg?v=1780736150,2,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16313011055077958393_2048.jpg?v=1780736144,kg,,23.19,,,,,,,,,,,,,
pulse-radial-racerback-dress,,,,,,,,,M,,,,,,,,32471479589797131044,100.0,shopify,continue,manual,46.76,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/4129239560470254856_2048.jpg?v=1780736150,3,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16313011055077958393_2048.jpg?v=1780736144,kg,,23.38,,,,,,,,,,,,,
pulse-radial-racerback-dress,,,,,,,,,L,,,,,,,,15716667705663631828,100.0,shopify,continue,manual,47.18,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/4188546048028858967_2048.jpg?v=1780736152,4,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16313011055077958393_2048.jpg?v=1780736144,kg,,23.59,,,,,,,,,,,,,
pulse-radial-racerback-dress,,,,,,,,,XL,,,,,,,,12431088506802901973,100.0,shopify,continue,manual,47.56,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/4559441922161980427_2048.jpg?v=1780736154,5,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16313011055077958393_2048.jpg?v=1780736144,kg,,23.78,,,,,,,,,,,,,
pulse-radial-racerback-dress,,,,,,,,,2XL,,,,,,,,19989668301392546489,100.0,shopify,continue,manual,47.92,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17339620333681298228_2048.jpg?v=1780736158,6,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16313011055077958393_2048.jpg?v=1780736144,kg,,23.96,,,,,,,,,,,,,
pulse-radial-racerback-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/18068365714468880908_2048.jpg?v=1780736160,7,BKS Pulse Radial™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-grove-racerback-dress,BKS Folklore Grove™ Racerback Dress,"<p><em>Racerback dress in a dark botanical field — Art Nouveau flora rising from black into aged gold.</em></p>
<p>A fitted racerback silhouette in 100% polyester, printed edge-to-edge with a BKS Folklore pattern. The design moves from deep black at the chest into a dense botanical field of spiralled stems, lobed leaves and stylised blooms rendered in aged gold and forest green. Tailored side seams give structure to the mini length.</p>
<p>Each print originates from an AI-driven process, prompted and curated by BKS Studio. Printed on demand, no warehouse, no overstock.</p>
<p><strong>Product features</strong></p>
<ul>
<li>100% polyester — strong, shape-retaining, quick-drying fabric</li>
<li>Lightweight (170 g/m²) for breathable, all-day wear</li>
<li>Sporty, fitted racerback cut with side seams for structure</li>
<li>Self-fabric binding and tagless finish for comfortable edges</li>
<li>Assembled in the USA from globally sourced parts; runs true to size</li>
</ul>
<p><strong>Care instructions</strong></p>
<ul>
<li>Machine wash: cold (max 30°C / 90°F), gentle cycle</li>
<li>Do not bleach</li>
<li>Tumble dry: low heat</li>
<li>Do not iron</li>
<li>Do not dry clean</li>
</ul>
<p><strong>Size guide</strong></p>
<table>
<thead>
<tr>
<th>Size</th>
<th>Chest (cm)</th>
<th>Waist (cm)</th>
<th>Length (cm)</th>
</tr>
</thead>
<tbody>
<tr>
<td>XS</td>
<td>79–84</td>
<td>61–66</td>
<td>84</td>
</tr>
<tr>
<td>S</td>
<td>84–89</td>
<td>66–71</td>
<td>86</td>
</tr>
<tr>
<td>M</td>
<td>89–94</td>
<td>71–76</td>
<td>88</td>
</tr>
<tr>
<td>L</td>
<td>94–99</td>
<td>76–81</td>
<td>90</td>
</tr>
<tr>
<td>XL</td>
<td>99–104</td>
<td>81–86</td>
<td>92</td>
</tr>
<tr>
<td>2XL</td>
<td>104–109</td>
<td>86–91</td>
<td>94</td>
</tr>
</tbody>
</table>
<p><em>Made to order. Each piece is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>
<p>↩ 30-Day Returns, hassle-free<br>✦ Printed on demand, never overstocked<br>✓ 2-Year EU Warranty</p>
<p><small>EU Representative: HONSON VENTURES LIMITED — gpsr@honsonventures.com — Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</small></p>
<p><small>2-year legal guarantee per Directive 2019/771.</small></p>",Printify,Apparel & Accessories > Clothing > Dresses,Dress,"bakabo-enriched, curation:keep, use-case:streetwear, made-to-order, ai-art, brand:bks, collection:origin, series:naif, type:racerback-dress, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,XS,,,,,,,,95965291100131342783,100.0,shopify,continue,manual,46.38,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9f082b9c-8219-47c1-821b-e803721cd926.png?v=1781219926,1,BKS Folklore Grove Racerback Dress - BKS Folklore Racerback Dress,false,BKS Folklore Grove Racerback Dress | BKS Studio,"AOP racerback dress from the BKS Folklore collection. Dark botanical gradient — black to aged gold, Art Nouveau flora edge-to-edge. Made to order.",2271,female,adult,BAKABO-APPLEBLOSSOM-BKS🍏WOMENS-CUT-DRESS,new,TRUE,no-gtin,Racerback Dress,,,,Folklore,Grove,catalog-reset-2026,naif,Apparel & Accessories > Clothing > Dresses,TRUE,,,,adults,,,,,,do-not-dryclean-do-not-iron-tumble-dry-low-heat-do-not-bleach-machine-wash-cold-max-30-c-or-90-f-gentle-cycle; machine-washable; ironing-instructions; dry-clean-only,,,quick-drying; wrinkle-resistant,multicolor; black; floral; gold-f,casual; party; everyday,a-line; sheath,100-polyester,,,,,,round,,,,,,,,xs; s; m; l; xl; 2xl,midi; mini,sleeveless,,,,female,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.19,true,,,true,,,true,,,true,,,active
folklore-grove-racerback-dress,,,,,,,,,S,,,,,,,,14464902936078286430,100.0,shopify,continue,manual,46.38,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,2,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.19,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,M,,,,,,,,40862791030358456687,100.0,shopify,continue,manual,46.76,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/7410348435366039107_2048.jpg?v=1780734948,3,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.38,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,L,,,,,,,,11429049661528147553,100.0,shopify,continue,manual,47.18,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9249413606526374514_2048.jpg?v=1780734954,4,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.59,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,XL,,,,,,,,63737451834076253184,100.0,shopify,continue,manual,47.56,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/10081183170834759262_2048.jpg?v=1780734956,5,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.78,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,2XL,,,,,,,,56058545026451096281,100.0,shopify,continue,manual,47.92,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/8937987296370605893_2048.jpg?v=1780734960,6,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2914484055672762923_2048.jpg?v=1780734941,kg,,23.96,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/12087104564757747093_2048.jpg?v=1780734964,7,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-grove-racerback-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2515059313871317138_2048.jpg?v=1780734967,8,BKS Folklore Grove™ Racerback Dress Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag-frame-windbreaker,BKS Flag Frame™ Windbreaker,"<p><em>Windbreaker in linen-texture greige and bold geometric grid.</em></p>
<p>Zip-up windbreaker with adjustable hood, chest pocket and ribbed cuffs. Upper body and sleeves in a cross-hatched linen texture with muted multicolour striations. Lower body and sleeve panels in a dense diagonal grid — gold structural lines dividing fields of cobalt, orange, burgundy and black. The Frame chevron cuts across chest and back yoke, separating texture from colour in a single graphic movement. Generated through BakAbo's AI design process and printed edge-to-edge on demand.</p>
<ul>
<li>
<strong>Material:</strong> 100% polyester shell, mesh lining</li>
<li>
<strong>Fit:</strong> Relaxed — size up for layering</li>
<li>
<strong>Print:</strong> All-over, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Machine wash 30°C, do not tumble dry</li>
</ul>
<p><em>Made to order. Each piece is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>
<ul>
<li>✈ Free Shipping on orders over €60</li>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty</li>
</ul><br><br><p><strong>EU representative</strong>: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</p>
<p><strong>Product information</strong>: Generic brand, 2 year warranty in EU and Northern Ireland as per Directive 2019/771</p>
<p><strong>Care instructions</strong>: Machine wash: cold (max 30C or 90F), gentle cycle, Do not bleach, Tumble dry: gentle cycle, low heat, Do not iron, Do not dryclean</p>",Printify,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,Windbreaker Jacket,"aop, curation:keep, made-to-order, ai-art, bakabo-enriched, brand:bks, collection:flag, series:neo-dada, type:windbreaker, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,XS,,,,,,,,83592984648862908581,100.0,shopify,continue,manual,111.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,1,BKS Flag Frame Windbreaker - BKS Flag Windbreaker,false,BKS Flag Frame Windbreaker | BKS Studio,"AOP windbreaker from the BKS Flag collection. Linen-texture greige upper, dense diagonal grid in cobalt, orange and burgundy below. Made to order.",Apparel & Accessories > Clothing > Outerwear,Unisex,adult,BAKABO-UNDERGROUNDSHIELDBKS🌿WINDBREAKER-JACKETD,new,TRUE,no-gtin,Outerwear,,,,Flag,Frame,catalog-reset-2026,neo-dada,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,TRUE,,,,adults,,,,,,do-not-dryclean-drip-dry-do-not-bleach-machine-wash-cold-max-30-c-or-90-f-iron-steam-or-dry-low-heat; tumble-dry; ironing-instructions; dry-clean-only,,,,white; black; camouflage; geometric; beige,,,polyester; mesh,,,,,,hooded,,lightweight; windproof; hooded; pockets,,,,,,xs; s; m; l; xl; 2xl; 3xl,,long,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,55.75,true,,,true,,,true,,,true,,,active
flag-frame-windbreaker,,,,,,,,,S,,,,,,,,14942266715216777179,100.0,shopify,continue,manual,118.32,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16628908216098442554_2048.jpg?v=1780433745,2,BKS Flag Frame™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,59.16,,,,,,,,,,,,,
flag-frame-windbreaker,,,,,,,,,M,,,,,,,,18097400244821578490,100.0,shopify,continue,manual,123.32,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3178671304042239819_2048.jpg?v=1780433744,3,BKS Flag Frame™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,61.66,,,,,,,,,,,,,
flag-frame-windbreaker,,,,,,,,,L,,,,,,,,65644072912121545561,100.0,shopify,continue,manual,124.84,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/11571908925649245000_2048.jpg?v=1780433745,4,BKS Flag Frame™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,62.42,,,,,,,,,,,,,
flag-frame-windbreaker,,,,,,,,,XL,,,,,,,,59737925004297095639,100.0,shopify,continue,manual,131.86,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17398346111321239960_2048.jpg?v=1780433747,5,BKS Flag Frame™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,65.93,,,,,,,,,,,,,
flag-frame-windbreaker,,,,,,,,,2XL,,,,,,,,14217676283787413615,100.0,shopify,continue,manual,135.68,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3217478966996873487_2048.jpg?v=1780433749,6,BKS Flag Frame™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3832796440578547203_2048.jpg?v=1780433742,kg,,67.84,,,,,,,,,,,,,
riviera-crest-windbreaker,BKS Riviera Crest™ Windbreaker,"<p><em>Coastal windbreaker in teal honeycomb and Mediterranean tile geometry.</em></p>
<p>Zip-up windbreaker with adjustable hood, chest pocket and ribbed cuffs. Body in teal hexagonal texture, shoulders and sleeves in all-over geometric tile pattern — squares, circles and star forms in grey, gold, burgundy and slate. The Crest chevron runs full-width across the back yoke, anchoring the two surfaces into a single composition. Generated through BakAbo's AI design process and printed edge-to-edge on demand.</p>
<ul>
<li>
<strong>Material:</strong> 100% polyester shell, mesh lining</li>
<li>
<strong>Fit:</strong> Relaxed — size up for layering</li>
<li>
<strong>Print:</strong> All-over, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Machine wash 30°C, do not tumble dry</li>
</ul>
<p><em>Made to order. Each piece is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>
<ul>
<li>✈ Free Shipping on orders over €60</li>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty</li>
</ul><br><br><p><strong>EU representative</strong>: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</p>
<p><strong>Product information</strong>: Generic brand, 2 year warranty in EU and Northern Ireland as per Directive 2019/771</p>
<p><strong>Care instructions</strong>: Machine wash: cold (max 30C or 90F), gentle cycle, Do not bleach, Tumble dry: gentle cycle, low heat, Do not iron, Do not dryclean</p>",Printify,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,Windbreaker Jacket,"aop, curation:keep, made-to-order, ai-art, bakabo-enriched, brand:bks, collection:riviera, series:islands, type:windbreaker, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,XS,,,,,,,,13161966038623011617,100.0,shopify,continue,manual,111.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,1,BKS Riviera Crest Windbreaker - BKS Riviera Windbreaker,false,BKS Riviera Crest Windbreaker | BKS Studio,"AOP windbreaker from the BKS Riviera collection. Teal honeycomb body, Mediterranean tile geometry on shoulders and sleeves. Made to order.",Apparel & Accessories > Clothing > Outerwear,Unisex,adult,BAKABO-MAXGREEN-BKS🍃WINDBREAKER-JACKETD,new,TRUE,no-gtin,Outerwear,,,,Riviera,Crest,catalog-reset-2026,islands,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,TRUE,,,,adults,,,,,,do-not-dryclean-drip-dry-do-not-bleach-machine-wash-cold-max-30-c-or-90-f-iron-steam-or-dry-low-heat; tumble-dry; ironing-instructions; dry-clean-only,,,,green; gray; black; ciano-b,,,polyester; mesh,,,,,,hooded,,breathable-design; lightweight; windproof; pockets; hooded,,,,,,xs; s; m; l; xl; 2xl; 3xl,,long,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,55.75,true,,,true,,,true,,,true,,,active
riviera-crest-windbreaker,,,,,,,,,S,,,,,,,,98176468859588015976,100.0,shopify,continue,manual,118.32,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/4097525757334391244_2048.jpg?v=1780431459,2,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,59.16,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,M,,,,,,,,33689893831279560854,100.0,shopify,continue,manual,123.32,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/13179684552570041585_2048.jpg?v=1780431462,3,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,61.66,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,L,,,,,,,,24531332400402202719,100.0,shopify,continue,manual,124.84,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/13165302348854337576_2048.jpg?v=1780431462,4,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,62.42,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,XL,,,,,,,,16456352999265300500,100.0,shopify,continue,manual,131.86,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/8067170827920973560_2048.jpg?v=1780431465,5,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,65.93,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,2XL,,,,,,,,32118806110998450808,100.0,shopify,continue,manual,135.68,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/7382020076241625844_2048.jpg?v=1780431467,6,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/9999043545794054490_2048.jpg?v=1780431457,kg,,67.84,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/12951384142902560567_2048.jpg?v=1780431470,7,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17076659890846422708_2048.jpg?v=1780431470,8,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/18137167911134032047_2048.jpg?v=1780431474,9,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-crest-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/8302756019680166804_2048.jpg?v=1780431475,10,BKS Riviera Crest™ Windbreaker Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
