id,title,visible,approved,collection,tags,variants_count,images_count
66607d8260a278890e0c7d1d,"Racerback Dress – Neutral Vertical Ribbed Print, Women's Summer Tank Dress",False,False,unknown,"racerback dress,summer dress,casual dress,women's dress,tank dress,striped dress,beige dress,minimal dress,day dress,vacation dress,beach dress,everyday dress,athleisure dress,BakAbo Women's Cut Dress (BKS),BKS,bakabo.club",6,7
666069fe8490ec52f4022648,Butterfly Garden Racerback Dress — All-Over Print Floral Summer Dress,False,False,unknown,,6,8
6660681ac35c5e2b7902cffc,Blue & Gold Geometric Racerback Dress — Bold Abstract All-Over Print,False,False,unknown,,6,8
665cb76720989f095a0ef0a9,WheatWave(BKS)🌾Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665cb6708535c4c4410b42c5,GoldenGrain(BKS)🌾Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665cb40c63ef165c3b08a32b,CitrusSands (BKS)🍊Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665cb12823490986f60bc680,CopperBreeze (BKS)🍀Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,4
665cb0199e3ca7d97b05f22e,SunTemple (BKS)🏛️Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665caeb45b5cdd641802245a,SunSplash (BKS)🌞Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665cad48ba9286db63063636,SunSway (BKS)🏖️Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665ca8a82f0181940b0b059b,TropicalTog (BKS)🏖️Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665ca8a5752fba2663043744,Temple Tides (BKS)🏛️Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,5
665ca679384e63e04504fe6d,Midnight Shores (BKS)🦇Beach Cloth,True,False,unknown,"Towels,bakabo Beach Cloth,Beach towel,bakabo.club",1,4
665617c778cf25abb30a8dae,Abstract Blue & Gold Flip Flops — Tropical Geometric Beach Sandals,False,False,unknown,,4,15
6655cf04f5e4a6071106c15a,Flip Flops — Bold Geometric Blue & Gold Summer Sandals,False,False,unknown,,4,5
6655cdd6e008859a0309d1ad,Men's Geometric Island Print Hawaiian Shirt,True,False,unknown,"hawaiian shirt,men's shirt,aloha shirt,tropical shirt,patterned shirt,vacation wear,summer shirt,resort shirt,casual shirt,beach shirt,button up shirt,island style,bold print,BakAbo Hawaiian Shirt,BKS,bakabo.club",16,8
664b03457b2364c0420085dd,Abstract Cityscape Backpack — Retro Geometric Art School Bag,False,False,unknown,,1,4
664a4355f66579c55f060e51,Graphite Grove (BKS)🍀Pullover Hoodie,False,False,unknown,,6,4
6649e882d109b0e37e0dd448,Midnight Grove (BKS)🍀Pullover Hoodie,False,False,unknown,,6,4
6649e6bbfa389ee883074e9c,BKS Flag Meridian Earth™ Pullover Hoodie,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,colorway:earth,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,9
6649e4c069a38ecd690bbf7a,BKS Flag Meridian Forest™ Pullover Hoodie,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,colorway:forest,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
6649e07df570188f1a08f8db,Phoenix Flame (BKS)🔥 Pullover Hoodie,False,False,unknown,,6,4
6649dbab2a5a72d20e05cff8,BKS Flag Meridian™ Pullover Hoodie,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
6649d9a4c1e59df36e058e70,BKS Folklore Shoal Sky™ Pullover Hoodie,True,True,folklore,"brand:bks,collection:folklore,series:naif,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,colorway:sky,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
6648eb848d21075a9e082535,BKS Pulse Flux™ Puffer,True,True,pulse,,10,7
6648c7f534c5b3650d0ac66b,Colorful Geometric Hawaiian Shirt — Retro Abstract Pattern AOP,True,False,unknown,"hawaiian shirt,men's shirt,tropical shirt,colorful shirt,summer shirt,vacation shirt,luau outfit,resort wear,party shirt,bold print,geometric print,retro shirt,casual shirt,BakAbo Hawaiian Shirt,BKS,bakabo.club",16,8
6648c4bc962b597cdf0f7abf,Green Geometric Flip Flops — Modern Pixelated Pattern Beach Sandals,False,False,unknown,,4,13
6648c33bdeb727a7f1092d4e,Men's Geometric Hawaiian Shirt — Colorful Retro Square Pattern AOP,True,False,unknown,"Hawaiian shirt,men's shirt,AOP shirt,tropical shirt,vacation wear,beach shirt,summer shirt,colorful shirt,retro pattern,geometric shirt,party shirt,gift for him,holiday shirt,BakAbo Hawaiian Shirt,bakabo.club,BKS",16,8
6648bed121b27a1c9805f996,Colorful Geometric Square Flip Flops — Retro Pattern Beach Sandals,False,False,unknown,,4,13
6648ba987312fc86b90cbf3d,Tropical Fish Flip Flops — Black & White Beach Sandals with Fish Pattern,False,False,unknown,,4,13
6648b446c0b8ed50b8060b08,Tropical Green Brushstroke Flip Flops — Palm Leaf Beach Sandals,False,False,unknown,,4,13
6648b431786e20bc5f0c1526,Striped Sunset Flip Flops — Orange & Blue Beach Sandals,False,False,unknown,,4,12
6648728c67fd74ee040bf6b2,Colorful Abstract Swimsuit — Women's One-Piece Beach Swimwear,False,False,unknown,,70,5
664759a3baaceaf8000a4eab,Yellow Geometric Abstract One-Piece Swimsuit,False,False,unknown,,70,5
664645c0663922f72f0492d1,Yellow Geo Camo Hawaiian Shirt — Men's Bold Abstract Aloha,True,False,unknown,"Hawaiian shirt,men's shirt,tropical tee,vacation shirt,summer shirt,beach shirt,bright aloha,yellow shirt,graphic aloha,resort wear,casual shirt,party shirt,holiday shirt,BakAbo Hawaiian Shirt,BKS,bakabo.club",16,8
663cfc06396370f96206e47a,BKS Hours Cipher™ Sneakers,True,True,hours,"brand:bks,collection:hours,type:shoes,macro:man,macro:woman,status:active,print-type:aop,use-case:streetwear,bakabo-enriched",16,10
663cf99c6438b622fc0ded0a,BKS Hours Effigy™ Sneakers,True,True,hours,"brand:bks,collection:hours,type:shoes,macro:man,macro:woman,status:active,print-type:aop,use-case:streetwear,bakabo-enriched",16,10
663cf49b451b33cbd50b7d7a,BKS Token Volt™ Sneakers,True,True,token,"brand:bks,collection:token,type:shoes,macro:man,macro:woman,status:active,print-type:aop,use-case:streetwear,bakabo-enriched",16,10
663bc1039c41872ef70aa38a,Dragon Wave Racerback Dress — Vintage Japanese Tattoo Print,False,False,unknown,"racerback dress,dragon dress,Asian floral,boho dress,festival dress,summer dress,all over print,women's dress,tattoo inspired,casual dress,beach dress,unique dress,colorful dress,BakAbo Women's Cut Dress (BKS),BKS,bakabo.club",6,8
663b9aba87221d867508f45e,Men's Abstract Camo Swim Trunks — Green & Earth Tone All-Over Print,False,False,unknown,"swim trunks,mens swim,camouflage print,abstract swim,summer beach,pool party,tropical vibe,vacation wear,mens swimwear,board shorts,beach holiday,casual swim,retro pattern,BKS,BakAbo swim trunks,bakabo.club",7,6
663a700e205f5793230a5f34,Green Bamboo Stripe Swim Trunks — Rustic Woodgrain Pattern,False,False,unknown,"swim trunks,men swim,beach shorts,summer swim,green swim,resort wear,pool party,surf shorts,casual swim,vacation shorts,tropical vibe,waterproof swim,mens beach,BakAbo swim trunks,BKS,bakabo.club",7,7
663a6b01cc4f90b6450ac9fc,BKS Token Tin™ Swim Trunks,True,True,token,"brand:bks,collection:token,series:arcade,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
66379325476d30aa6005bc7e,Dreamscape Drift (BKS)🏬Athletic Long Shorts,True,False,unknown,"AOP,AOP Clothing,Men's Clothing,Sportswear,All Over Print,Sublimation,Sports,bakabo.club,Bakabo Athletic Long Shorts",8,8
6637913bafc257b30e0cefc3,Sunny Streak (BKS)🦜Athletic Long Shorts,False,False,unknown,,8,8
66378fbcb253dcf6b4056ac3,Verdant Vigor (BKS)🏬Athletic Long Shorts,False,False,unknown,,8,8
66378ce66ddabf9dfc00446a,Azure Ascendant (BKS)🏬Athletic Long Shorts,False,False,unknown,,8,7
66378a8e8b2d28ce9809e361,Shadowstorm (BKS)🏬Athletic Long Shorts,False,False,unknown,,8,8
66378746aa85bbd7800f5680,BKS Riviera Blocks™ Athletic Long Shorts,False,True,riviera,,8,7
6637861380b2750262098dda,Bolty (BKS)🦜Athletic Long Shorts,False,False,unknown,,8,8
6637833de06a51968d0ad4c2,Flight Flex (BKS)🦜Athletic Long Shorts,False,False,unknown,,8,4
66378338013e967a090180f2,Linear Avian (BKS)🦜Athletic Long Shorts,False,False,unknown,,8,4
66378134a55120489104e087,Sky Glide (BKS)🦜Athletic Long Shorts,False,False,unknown,,8,8
66377e8fac86da628a0094ad,BKS Mono Architectural Grid - Athletic Shorts,True,False,unknown,"athletic shorts,long athletic,graphic shorts,urban pattern,monochrome gym,men workout,women workout,casual wear,summer shorts,running shorts,street style,modern active,gym training,BakAbo Athletic Long Shorts,bakabo.club,BKS",8,9
6633cdac36bc67a47c0637c8,Retro Grid Plaid Hawaiian Shirt — Men's Vintage Orange & Slate AOP Camp Collar,False,False,unknown,"men's shirt,Hawaiian shirt,summer shirt,casual shirt,vacation wear,tropical shirt,resort wear,beach shirt,button up,short sleeve,retro pattern,gift for him,island style,BakAbo Hawaiian Shirt,BKS,bakabo.club",16,7
6633cbf3540315e8e101171d,Men's Abstract Tropical Hawaiian Shirt — Colorful All-Over Print Vacation Camp Shirt,True,False,unknown,"men shirt,hawaiian shirt,tropical shirt,colorful shirt,vacation wear,summer shirt,resort shirt,casual shirt,beach outfit,luau outfit,party shirt,island shirt,bold print,BakAbo Hawaiian Shirt,bakabo.club,BKS",16,8
663275600afdc872e905f87d,Racerback Dress — Bold Yellow & Navy Optical Check Spiral Print,False,False,unknown,,6,8
663273fa86a4b4f759006b4b,BKS Pulse Lens™ Racerback Dress,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:dress,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
66326d97f3d9023f31096cb7,BKS Pulse Vortex™ Racerback Dress,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:dress,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
662cd5a272315d73e8017309,Retro Geo Pattern Hawaiian Shirt,False,False,unknown,"hawaiian shirt,mens aloha,tropical shirt,vacation wear,summer buttonup,resort shirt,beach outfit,patterned shirt,colorful shirt,casual shirt,festival wear,island vibe,holiday shirt,bks,BakAbo Hawaiian Shirt,bakabo.club",16,8
662cce043eb603f2330fcb15,BKS Folklore Flutter™ Swim Trunks,True,True,folklore,"brand:bks,collection:folklore,series:naif,macro:man,macro:woman,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
662bbd0979cac3248106c6da,Abstract Retro Circles Swim Trunks — Colorful Vintage Pattern AOP,False,False,unknown,"swim trunks,men swim,summer swim,beach wear,retro pattern,colorful shorts,vacation gear,pool party,men beachwear,bold swimwear,tropical trunks,holiday trunks,surf shorts,BakAbo swim trunks,bakabo.club,BKS",7,6
662bbd06e14be30cf20f821a,Men's Striped Swim Trunks — Green Orange Retro Beach Shorts,False,False,unknown,,7,7
662bbbb59db56b8ca00b6fea,BKS Glyph Stride™ Travel Bag,True,True,glyph,"brand:bks,collection:glyph,type:duffle,macro:man,macro:woman,status:active,print-type:aop,use-case:travel,bakabo-enriched",1,7
662a86b5117707355c016c75,Striped Red Windbreaker Jacket — Lightweight Hooded Zip-Up,False,False,unknown,,6,10
662a83c78e05d7571a08e82c,Striped Teal Windbreaker Jacket - Lightweight Hooded Windbreaker,True,False,unknown,"windbreaker jacket,striped windbreaker,hooded jacket,lightweight jacket,rain windbreaker,casual outerwear,outdoor jacket,travel jacket,spring jacket,everyday jacket,unisex windbreaker,athleisure jacket,commuter jacket,BakAbo Windbreaker Jacket,bakabo.club,BKS",6,11
66291467918a3d16280430fb,AdaFly (BKS)🌳Duffle Bag,True,False,unknown,"Accessories,bakabo.club,Bakabo Duffle Bag,Duffle Bag",2,14
6629113a7a779717390e2eaf,Summer marsh (BKS)🌳Duffle Bag,True,False,unknown,"Accessories,bakabo.club,Bakabo Duffle Bag,Duffle Bag",2,14
6628e96ec052256fd90adaea,Waterproof Travel Bag – Retro Beach Umbrella Pattern Duffle,False,False,unknown,"travel bag,waterproof duffel,weekend bag,beach travel,carry on bag,vacation duffel,patterned bag,retro umbrella,stylish duffel,gift for traveler,airport bag,boat trip bag,poolside tote,BakAbo Waterproof travel bag,BKS,bakabo.club",1,9
66279592baa134b0680ae2bb,Flip Flops - Vintage Aztec Pattern Beach Sandals,False,False,unknown,,4,15
66279497520afbcb9f0438d0,Mosaic Tile Flip Flops — Blue & Sand Beach Sandals,False,False,unknown,,4,15
66279328c0080cafcc00855a,Plaid Teal Stripe Flip Flops — Casual Beach & Everyday Sandals,False,False,unknown,,4,15
662790e58ace0b71b20ec780,Tropical Abstract Flip Flops — Colorful Beach Sandal with Vibrant Wave Pattern,False,False,unknown,,4,15
66278fe9c5f16bd043070c41,BKS Neo Matrix™ Flip Flops,False,True,unknown,,4,16
66278e2920ce5918060dad55,Colorful Tribal Pattern Flip Flops – Bold Aztec-Inspired Beach Sandals,False,False,unknown,,4,15
66278ce6a7f7b140cf03a279,Floral Blue Retro Flip Flops — Women’s Summer Beach Sandals,False,False,unknown,,4,13
66278c3294eb69abcc0fd5bd,Flip Flops — Vibrant Geometric Pattern Beach Sandals,False,False,unknown,,4,19
661ea9a7689acd02850ed790,Brown Tribal Pattern Sneakers — Men’s Low-Top Casual Shoes,False,False,unknown,"men sneakers,brown sneakers,casual sneakers,canvas sneakers,street shoes,everyday shoes,urban style,men footwear,retro sneakers,skater shoes,groom gift,birthday shoes,fall fashion,BKS,bakabo.club,BakAbo sneakers",16,6
661905b2ffa0450c2c01754b,Whispers in the Wind (BKS)🏀Pullover Hoodie,False,False,unknown,,6,4
6612c6023331445fce0adf7a,Men's Retro Geometric Hawaiian Shirt — Orange Navy Striped Camp Shirt,True,False,unknown,"Hawaiian shirt,mens aloha,tropical shirt,vacation shirt,resort wear,beachwear men,summer button,casual camp,patterned shirt,retro print,bold stripe,island style,holiday outfit,BakAbo Hawaiian Shirt,BKS,bakabo.club",16,8
6612bedbdbda0de60b0445ca,Striped Purple & Orange Racerback Dress - Vibrant Boho Summer Sundress,False,False,unknown,,6,8
6612af2d5cb6139e250869dc,Purple & Orange Striped Racerback Dress – Vibrant Summer Layered AOP Dress,False,False,unknown,,6,8
6612a5ca1df35e3cd006830a,BKS Riviera Tile™ Racerback Dress,False,True,riviera,"brand:bks,collection:riviera,series:islands,macro:woman,print-type:aop,type:dress,use-case:beachwear,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
6612a50c183d80696104a1a8,Geometric Stripe Racerback Dress — Modern Orange & Navy All-Over Print,False,False,unknown,,6,8
6612a1bff86efa0304061766,BKS Flag Orbit™ Racerback Dress,True,True,flag,,6,7
66118237b984468fc803f68b,Drop Purple (BKS)🐟backpack,False,False,unknown,,1,4
661181a8bc2bca32190d5cfc,Asor Burgundy (BKS)🐡backpack,False,False,unknown,,1,4
66117fa1f7beb2fd600ad8ea,Black Seabed (BKS)🐟backpack ,False,False,unknown,,1,4
66117efc0c6ea62269073faa,Asor Seaweed (BKS)🐡backpack,False,False,unknown,,1,4
66117de6f800b197a104680b,BKS Folklore Rogue™ Backpack,True,True,folklore,,1,5
6611749a1bfdfbddb10c2e9c,BKS Marker Knot™ Lounge Pants,True,True,marker,,6,5
66103545ae5378002c06565a,Two-Tone Lightweight Windbreaker Jacket – Red & Navy Hooded Zip-Up,True,False,unknown,"windbreaker jacket,lightweight jacket,hooded windbreaker,casual outerwear,athletic jacket,everyday jacket,rain shell,spring jacket,travel jacket,outdoor jacket,unisex windbreaker,water resistant,maroon jacket,BakAbo Windbreaker Jacket,BKS,bakabo.club",6,9
66102e6aae977a17fa06ab91,Olive Brown Lightweight Windbreaker Jacket – Packable Hooded Shell,False,False,unknown,,6,10
66101e5197648c9b6d031bee,Forest Green Windbreaker Jacket — Lightweight Hooded Rain Shell,True,False,unknown,"windbreaker jacket,green windbreaker,lightweight jacket,hooded windbreaker,casual outerwear,everyday jacket,spring jacket,travel jacket,unisex windbreaker,outdoor jacket,rain shell,festival jacket,athleisure jacket,BakAbo Windbreaker Jacket,bakabo.club,BKS",6,11
660ff42853d620027105e72c,BKS Token Maze™ Windbreaker,True,True,token,"brand:bks,collection:token,series:arcade,macro:man,macro:woman,type:outerwear,aop,drop:catalog-reset-2026,status:active,curation:keep",6,7
660fe68a233b837241095423, BKS Token Vault™ Windbreaker Jacket,True,True,token,"brand:bks,collection:token,series:monogram,type:windbreaker,macro:man,macro:woman,status:active,print-type:aop,use-case:streetwear,bakabo-enriched,drop:catalog-reset-2026,curation:keep",6,10
660c39b6181e6cdb2e0a19ea,Peacock Feather Pattern Flip Flops — Tropical Beach Sandals with Elegant Feather Design,False,False,unknown,,4,15
660c3414ea593bdeb80f0370,Color Splash Flip Flops — Vibrant Abstract Summer Sandals,False,False,unknown,,4,13
660c252e6ac7783ab60b017a,Abstract Color Splash Swim Trunks — Vibrant All-Over Print Beach Shorts,False,False,unknown,"swim trunks,colorful swim,men swimwear,aop swimwear,beach shorts,summer trunks,art print swim,abstract swim,vacation shorts,pool party wear,bold swim trunks,rainbow swim,surf shorts,bakabo.club,BKS,BakAbo swim trunks",7,6
6607eb42cae52d636001294b,Abstract Colorblock Flip Flops – Bold Geo Beach Sandals,False,False,unknown,,4,15
6607c5ad6e736a7c80038db1,Gray Geometric Pattern Flip Flops – Minimalist Beach Sandals,False,False,unknown,,4,15
6607c1f46aae7d484307c547,BKS Pulse Surge™ Swim Trunks,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
6607c021aca25235a90b9240,Flip Flops — Neon Geometric Pattern Beach Sandals,False,False,unknown,,4,13
6607bfd40d8cc1fe970a005a,BKS Glyph Acid™ Lounge Pants,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
6605965944bf52c294039ed2,Blue Geometric Flip Flops – Lightweight Summer Beach Sandals,False,False,unknown,,4,15
660586892600aaf9a6008b0c,BKS Flag Frame™ Lounge Pants,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
66045ea178c06dd0080f39d4,BKS Folklore Panel™ Lounge Pants,True,True,folklore,,6,5
66045d50b5075330f800614b,April Lawn (BKS)🦚Pullover Hoodie,False,False,unknown,,6,4
6604516d6cd644e85008a07a,Men's Tropical Brown Quilted Pattern Hawaiian Shirt,True,False,unknown,"mens shirt,hawaiian shirt,aloha shirt,tropical shirt,vacation wear,summer shirt,resort shirt,beach shirt,casual shirt,printed shirt,men aloha,island shirt,pattern shirt,bakabo.club,BAK,BakAbo Hawaiian Shirt",16,8
66044f29d794b74829051203,BKS Hours Quilt™ Lounge Pants,True,True,hours,"brand:bks,collection:hours,series:hyperrealism,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
66044d9b6b46913fbc0734ce,BKS Hours Quilt™ Pullover Hoodie,True,True,hours,"brand:bks,collection:hours,series:hyperrealism,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
6604431f85f4432d7907084a,BKS Marker Torrent™ Pullover Hoodie,True,True,marker,"brand:bks,collection:marker,series:neo-expressionism,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
660440631c3a0dc98004e22b,Abstract Geometric All-Over Print Hoodie,False,False,unknown,,6,5
660438c813d0b413c90d3209,BKS Glyph Maze™ Pullover Hoodie,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,10
66042851892b75682600c8bd,BKS Marker Prism™ Pullover Hoodie,True,True,marker,"brand:bks,collection:marker,series:neo-expressionism,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
6602eee1f5238149c70bf7a5,BKS Marker Stitch™ Lounge Pants,True,True,marker,"brand:bks,collection:marker,series:neo-expressionism,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
660169a02f26810c7901a892,Piper Rothko (BKS)🔥Sneakers,False,False,unknown,"Sneakers,BakAbo Sneakers,Mondello,bakabo.club,shoes",16,4
65ff3113da8593c69c058a1a,BKS Glyph Loom™ Swim Trunks,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
65fe0788b3afc878930b6724,KS Folklore Bloom™ Lounge Pants,True,True,folklore,"brand:bks,collection:folklore,series:naif,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
65fe0534e01044924901bfdf,BKS Pulse Hatch™ Lounge Pants,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
65fdfbc12b06ae4662025d1a,BKS Glyph Cube™ Lounge Pants,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
65fdf9bcff84f8c5d8054f40,BKS Glyph Shade™ Lounge Pants,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
65fdf5e135ecb6e38e0cad4a,BKS Folklore Band™ Lounge Pants,True,True,folklore,"brand:bks,collection:folklore,series:naif,macro:woman,print-type:aop,type:lounge-pants,use-case:loungewear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,5
65fda6824db0930db20f3f9a,Men's Quilted Wave Puffer Jacket — Lightweight White Cloud Pattern,False,False,unknown,,10,8
65fda5747f9b4e190d00aa36,Abstract Art Puffer Jacket — Yellow Figure & Collage All-Over Print,False,False,unknown,,10,8
65fda437b21af072570cd81b,Puffer Jacket — Red Cityscape Graphic with Figure,False,False,unknown,,10,8
65fda17c9fbbf5818203d6ad,BKS Scan™ Puffer,True,True,unknown,,10,7
65fd9d6a67b07c717604e52c,BKS Weft™ Puffer,True,True,unknown,,10,7
65fd9a1aec0d49b83d01185a,BKS Hours Cloud™ Puffer,True,True,hours,,10,7
65fd94bbd78870301201630c,BKS Flag Apex™ Puffer,True,True,flag,,10,7
65fd9147edb1f388c104dadf,BKS Token Iso™ Puffer,True,True,token,,10,7
65fd889ed491c0d8800c3a1a,BKS Flag Wedge™ Puffer,True,True,flag,,10,7
65fd811a531a034d4302324c,Flip Flops — Geometric Gold Tribal Pattern Beach Sandals,False,False,unknown,,4,5
65fb1ba710952513240b3c90,Geometric Pattern Flip Flops — Navy & Mustard Square Design,False,False,unknown,,4,5
65fb1abf49c4ddb47f052c06,Nautical Sailboat Flip Flops – Blue & Gold Beach Sandals,False,False,unknown,,4,4
65fb18d43b0879d4a5094e93,Cloud Pattern Flip Flops – Colorful Retro Clouds Beach Sandals,False,False,unknown,,4,4
65fb079fdc1c4c62e60c2d22,Floral Cherry Blossom One-Piece Swimsuit,False,False,unknown,,70,5
65fb02d340d894a228024138,Striped Retro Swim Trunks — Vintage Neutral Multi-Stripe Beach Shorts,False,False,unknown,"swim trunks,mens swim,striped swim,beach shorts,summer trunks,pool shorts,casual swim,retro stripes,vacation wear,surf trunks,board shorts,lightweight swim,swimwear men,BakAbo swim trunks,BKS,bakabo.club",7,6
65fb00c430271bde2307ceda,BKS Riviera Facet™ Swim Trunks,True,True,riviera,"brand:bks,collection:riviera,series:islands,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
65f89f17237c57961405a365,Brown Plaid Racerback Dress — Stretchy All-Over-Print Casual Shift,False,False,unknown,,6,8
65f89bf708c652688806273d,BKS Glyph Column™ Swim Trunks,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
65f89a4f1a3bb63d6c090496,Geometric Mosaic Racerback Dress — Vibrant Tile Print,False,False,unknown,"racerback dress,patterned dress,colorful dress,abstract dress,boho racerback,summer racerback,athleisure dress,art print dress,festival dress,everyday dress,vacation dress,gift for her,beach coverup,BakAbo Women's Cut Dress (BKS),BakAbo Women's Cut Dress,BKS,bakabo.club",6,7
65f8974b4c0c445f6d09805e,BKS Hours Press™ Racerback Dress,True,True,hours,,6,7
65f88b3b55620aee670c3f9b,Pixel Mosaic Racerback Dress — Colorful Geometric AOP Bodycon,False,False,unknown,,6,8
65f8849ea00bb919610618fc,BKS Pulse Arc™ One-Piece Swimsuit,True,True,pulse,"bakabo.club,brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:swimwear,use-case:beachwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",70,4
65f87f9b972429b28b082ead,Green & Blue Geo Wave One-Piece Swimsuit,False,False,unknown,,70,5
65f87d11c17fe2ab420bc7dd,Geometric Blue & Yellow One-Piece Swimsuit — Bold Abstract Print,False,False,unknown,,70,5
65f7549c8074a0294405b7d8,Victoria Englewood (BKS)🐟backpack,False,False,unknown,,1,5
65f751fc0f09bf0c2d0c3397,Vivian Hartwell (BKS)📽️backpack,False,False,unknown,,1,4
65f74ebc34db8008ab02b226,Elara Montclair(BKS)👀backpack,False,False,unknown,"Expressionism,bakabo.club,Bakabo backpack,backpack",1,5
65f7373130fe2a1701002798,Vivienne Sinclair (BKS)🎨backpack,False,False,unknown,,1,5
65f72d704662db43f707801f,Edgar Beaufort(BKS)🐪backpack,False,False,unknown,,1,5
65f71310d58dff0fe00d5695,BKS Pulse Rush™ Backpack,False,True,pulse,,1,5
65f70fbf7cfd4779bf018d75,Blue Floral Flip Flops – Lightweight Summer Beach Sandals with White Daisy Pattern,False,False,unknown,,4,5
65f709784a88d06b100826c0,BKS Hours Plan™ Swim Trunks,True,True,hours,"brand:bks,collection:hours,series:hours,macro:man,type:swimwear,aop,placement-back,drop:catalog-reset-2026,status:active,curation:keep",7,6
65f70690b91e48f4c90acf1e,BKS Pulse Chord™ Swim Trunks,True,True,pulse,"brand:bks,collection:pulse,series:pulse,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
